timestamp,server,latency,predicted,is_spike,spike_severity,suggested_server,improvement
1748457656.1739492,github.com,72.0,109.69851089496363,False,0,,
1748457661.273361,github.com,71.5,75.78156660989471,False,0,,11748457666.3914816,github.com,76.0,71.86909371464033,False,0,1741748457671.5314133,github.com,85.5,75.574097778915,False,0,,11748457676.6037214,github.com,78.2,84.39650685253872,False,017481748457681.6841676,github.com,74.0,78.91352245030141,False,0,,
1748457686.7644682,github.com,70.57142857142857,74.59340053041187,False,0,,
1748457691.8620527,github.com,71.125,71.07819069985614,False,0,,
1748457696.9549663,github.com,70.88888888888889,71.11240722205962,False,0,,
1748457702.0458927,github.com,70.8,70.91307564296667,False,0,,
1748457707.1243527,github.com,69.0,70.80938731072408,False,0,,
1748457712.2377303,github.com,70.6,69.25926539111423,False,0,,
1748457717.3279219,github.com,69.4,70.3903298155161,False,0,,
1748457722.4130914,github.com,64.2,69.370369547822,False,0,,
1748457727.5135493,github.com,66.6,64.32677668492508,False,0,,
1748457732.608098,github.com,67.8,66.43096888518552,False,0,,
1748457737.7029545,github.com,69.7,67.65706662130475,False,0,,
1748457742.7826993,github.com,68.1,69.44436928781452,False,0,,
1748457747.8643165,github.com,66.7,68.28256045233353,False,0,,
1748457752.9536471,github.com,66.6,66.93199668283724,False,0,,
1748457758.0360718,github.com,67.4,66.64954700964927,False,0,,
1748457763.1024354,github.com,63.3,67.27342753704482,False,0,,
1748457768.1898363,github.com,62.5,63.976892937330916,False,0,,
1748457773.292576,github.com,63.1,62.759967685451045,False,0,,
1748457778.4714599,github.com,70.5,63.03590567166036,False,0,,
1748457783.6369376,github.com,69.5,68.83531122561024,False,0,,
1748457788.7369142,github.com,68.0,69.43428159361376,False,0,,
1748457793.8045475,github.com,66.6,68.18351584928318,False,0,,
0,,
,0,,
1748457778.4714599,github.com,93.7,84.1243535548057,False,0,,
1748457783.633938,github.com,93.0,92.64795179612092,False,0,,
1748457788.7359135,github.com,79.5,92.92052999600814,False,0,,
1748457793.805549,github.com,70.6,81.50859595919313,False,0,,
381144,False,0,,
1748457788.7359135,github.com,64.2,66.47838020199114,False,0,,
1748457793.8255482,github.com,66.2,64.56023980625707,False,0,,
0074937,github.com,65.1,54.0488158234386,False,0,,
1748457794.1034777,github.com,67.3,63.3270676475177,False,0,,
alse,0,,171748457779.7001503,github.com,88.8,90.75356989656885,False,0,,11748457784.7852619,github.com,79.2,89.04519054511155,False,0,,11748457789.8629982,github.com,76.6,80.76694217351476,False,0,1741748457794.9672098,github.com,79.0,77.33603773105412,False,0,,
